id,class,part_no,details,battery_id,visible_parts
8045,insulation cap,10,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8046,insulation cap,11,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8047,insulation cap,12,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8048,insulation cap,13,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8049,insulation cap,14,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8050,insulation cap,15,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8051,insulation cap,16,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8052,insulation cap,17,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8053,insulation cap,18,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8054,insulation cap,19,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8055,insulation cap,20,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8056,insulation cap,21,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8057,insulation cap,22,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8058,insulation cap,23,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8059,insulation cap,24,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8060,insulation cap,25,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8061,insulation cap,26,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8062,insulation cap,27,,8,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8063,insulation cap,28,,8,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8064,insulation cap,29,,8,busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8065,insulation cap,30,,8,busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8066,insulation cap,31,,8,busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8067,insulation cap,32,,8,busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8068,insulation cap,33,,8,busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8069,insulation cap,34,,8,busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8070,insulation cap,35,,8,busbar+busbar+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8071,insulation cap,36,,8,busbar+busbar+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8072,busbar,1,,8,busbar+busbar+busbar+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8073,busbar,2,,8,module+module+module+module+module+module+module+module+module+module+module+main connector+module+module+module+module+module+busbar+busbar+wire harness+GND cable+coolant tubing
8074,busbar,3,,8,busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8075,busbar,4,,8,module+module+module+module+module+module+module+module+module+module+main connector+module+module+module+busbar+busbar+wire harness+GND cable+coolant tubing
8076,busbar,5,,8,busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8077,busbar,6,,8,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8078,busbar,7,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8079,busbar,8,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8080,busbar,9,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8081,busbar,10,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8082,busbar,11,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8083,busbar,12,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8084,busbar,13,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8085,busbar,14,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8086,busbar,15,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8087,busbar,16,,8,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+busbar+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8088,busbar,17,,8,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8089,busbar,18,,8,busbar+busbar+busbar+busbar+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+insulation cap+LV cable+LV cable+LV cable+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+module+module+module+module+module+module
8090,main connector,,,8,main connector+wire harness+coolant tubing+busbar+busbar+housing bottom+GND cable
8091,busbar,19,,8,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8092,LV cable,7,,8,busbar+busbar+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+LV cable+module+module+module+module+module+module
8093,LV cable,8,,8,busbar+busbar+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+LV cable+module+module+module+module+module+module
8094,LV cable,9,,8,busbar+busbar+main connector+wire harness+GND cable+module+module+module+module+module+module+coolant tubing+module+module+module+module+module+module+LV cable+module+module+module+module+module+module
8095,coolant tubing,1,,8,main connector+housing bottom+wire harness+coolant tubing+busbar+busbar+GND cable
8096,coolant tubing,2,,8,main connector+housing bottom+wire harness+coolant tubing+busbar+busbar+GND cable
9000,housing cover,,,9,housing cover+service disconnect
9001,housing bottom,,includes the connecting cables,9,disconnect unit+disconnect unit+housing bottom
9002,disconnect unit,1,,9,disconnect unit+disconnect unit+housing bottom
9003,disconnect unit,2,,9,disconnect unit+disconnect unit+housing bottom
9004,HV cable,1,Positive,9,insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+HV cable+HV cable+cooling fan cover+cooling tunnel+disconnect unit cover+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+wire harness+service disconnect+insulation cap+insulation cap+module+module+module+module+module
9005,HV cable,2,Negative,9,wire harness+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+cooling tunnel+cooling fan cover+disconnect unit cover+insulation cap+insulation cap+insulation cap+HV cable+insulation cap+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+service disconnect+insulation cap+insulation cap+module+module+module+module+module
9006,cooling plate,1,FR,9,module+module+disconnect unit+disconnect unit+module+module+cooling plate+cooling plate+module+wire harness+cooling plate
9007,cooling plate,2,CTR,9,module+module+disconnect unit+disconnect unit+module+module+cooling plate+module+cooling plate+wire harness
9008,cooling plate,3,RR,9,wire harness+cooling plate+module+module+disconnect unit+disconnect unit+module+module+module
9009,cooling tunnel,,,9,insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+cooling tunnel+cooling fan cover+disconnect unit cover+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+wire harness+service disconnect+insulation cap+insulation cap+insulation cap+insulation cap+module+module+module+module+module
9010,cooling fan cover,,,9,insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+cooling fan cover+disconnect unit cover+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+wire harness+service disconnect+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+module+module+module+module+module
9011,cooling fan,,,9,insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+disconnect unit cover+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+cooling fan+wire harness+service disconnect+module+module+module+module+module
9012,cooling fan frame,,,9,module+module+service disconnect+module+module+module+cooling fan frame+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+disconnect unit cover+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+wire harness
9013,disconnect unit cover,,,9,insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+disconnect unit cover+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+module+module+service disconnect+module+module+module+wire harness+disconnect unit cover
9014,disconnect unit cover,,,9,insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+disconnect unit cover+busbar+busbar+module+module+service disconnect+module+module+module+wire harness+disconnect unit
9015,service disconnect,,two busbars attached,9,module+module+service disconnect+disconnect unit+disconnect unit+module+module+module+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+busbar+busbar
9016,busbar,1,arc shape,9,insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+insulation cap+insulation cap+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+busbar+disconnect unit cover+busbar+module+module+service disconnect+module+module+module+wire harness+disconnect unit
9017,busbar,2,busbar M1 left (textdirection of the cooling plates),9,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+module+module+disconnect unit+disconnect unit+module+module+module+wire harness
